ID;Word;Lemma;POS;Extra;Features;HeadPosition;Relation;_;Else
364;куда-то;куда-то;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#147.968#148.358
365;прислали;прислать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#148.358#148.748
366;своих;свой;DET;_;Case=Acc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#148.748#149.138
367;же;же;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#149.138#149.528
368;сотрудников;сотрудник;NOUN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#149.528#149.918
369;в;в;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#149.918#150.308
370;предыдущий;предыдущий;ADJ;_;Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#150.308#150.698
371;вечер;вечер;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#150.698#151.088
372;перед;перед;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#151.088#151.478
373;мероприятием;мероприятие;NOUN;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#151.478#151.868
374;чтобы;чтобы;SCONJ;_;Mood=Cnd;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#151.868#152.258
375;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#152.258#152.648
376;заказали;заказать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#152.648#153.038
377;еду;еду;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#153.038#153.428
378;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#153.428#153.818
379;якобы;якобы;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#153.818#154.208
380;ей;она;PRON;_;Case=Dat|Gender=Fem|Number=Sing|Person=3;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#154.208#154.598
381;отравились;отравиться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#154.598#154.988
382;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#154.988#155.378
383;куда-то;куда-то;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#155.378#155.768
384;просто;просто;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#155.768#156.158
385;приходили;приходить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#156.158#156.548
386;конкретно;конкретно;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#156.548#156.938
387;с;с;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#156.938#157.328
388;угрозами;угроза;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#157.328#157.718
389;ну;ну;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#157.718#158.108
390;прям;прямо;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#158.108#158.498
391;типа;типа;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#158.498#158.888
392;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#158.888#159.278
393;тут;тут;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#159.278#159.668
394;вам;вы;PRON;_;Case=Dat|Number=Plur|Person=2;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#159.668#160.058
395;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#160.058#160.448
396;знаю;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#160.448#160.838
397;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#160.838#161.228
398;побьем;побье;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#161.228#161.618
399;стекла;стекло;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#161.618#162.008
400;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#162.008#162.398
401;ну;ну;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#162.398#162.788
402;очень;очень;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#162.788#163.178
403;много;много;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#163.178#163.568
404;разных;разный;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#163.568#163.958
405;способов;способ;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#163.958#164.348
406;очень;очень;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#164.348#164.738
407;все;весь;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#164.738#165.128
408;это;это;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#165.128#165.518
409;мерзко;мерзко;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#165.518#165.908
410;мне;я;PRON;_;Case=Dat|Number=Sing|Person=1;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#165.908#166.298
411;кажется;казаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#166.298#166.688
412;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#166.688#167.078
413;одновременно;одновременно;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#167.078#167.468
414;смешно;смешной;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#167.468#167.858
415;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#167.858#168.248
416;комично;комичный;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#168.248#168.638
417;потому;потому;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#168.638#169.028
418;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#169.028#169.418
419;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#169.418#169.808
420;иллюстрирует;иллюстрировать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#169.808#170.198
421;какое-то;какой-то;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#170.198#170.588
422;бессилие;бессилие;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#170.588#170.978
423;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#170.978#171.368
424;властей;власть;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#171.368#171.758
425;по;по;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#171.758#172.148
426;отношению;отношение;NOUN;_;Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#172.148#172.538
427;к;к;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#172.538#172.928
428;современной;современный;ADJ;_;Case=Dat|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#172.928#173.318
429;культуре;культура;NOUN;_;Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#173.318#173.708
430;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#173.708#174.098
431;к;к;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#174.098#174.488
432;музыке;музыка;NOUN;_;Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#174.488#174.878
433;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#174.878#175.268
434;и;и;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#175.268#175.658
435;вообще;вообще;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#175.658#176.048
436;тешит;тешить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#176.048#176.438
437;очень;очень;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#176.438#176.828
438;сильно;сильно;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#176.828#177.218
439;эго;эго;X;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#177.218#177.608
440;потому;потому;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#177.608#177.998
441;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#177.998#178.388
442;начинаешь;начинать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#178.388#178.778
443;думать;думать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#178.778#179.168
444;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#179.168#179.558
445;ты;ты;PRON;_;Case=Nom|Number=Sing|Person=2;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#179.558#179.948
446;на;на;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#179.948#180.338
447;самом;самый;ADJ;_;Case=Loc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#180.338#180.728
448;деле;дело;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#180.728#181.118
449;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#181.118#181.508
450;понимаем;понимать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#181.508#181.898
451;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#181.898#182.288
452;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#182.288#182.678
453;два;два;NUM;_;Case=Nom|Gender=Masc;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#182.678#183.068
454;маленьких;маленький;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#183.068#183.458
455;человечка;человечка;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#183.458#183.848
456;хужожника;хужожник;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#183.848#184.238
457;но;но;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#184.238#184.628
458;при;при;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#184.628#185.018
459;этом;это;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#185.018#185.408
460;за;за;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#185.408#185.798
461;нами;мы;PRON;_;Case=Ins|Number=Plur|Person=1;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#185.798#186.188
462;просто;просто;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#186.188#186.578
463;эээ;эээ;INTJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#186.578#186.968
464;по;по;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#186.968#187.358
465;городам;город;NOUN;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#187.358#187.748
466;гоняется;гоняться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#187.748#188.138
467;фсб;фсб;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#188.138#188.528
468;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#188.528#188.918
469;как;как;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#188.918#189.308
470;в;в;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#189.308#189.698
471;каком;какой;DET;_;Case=Loc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#189.698#190.088
472;то;то;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#190.088#190.478
473;дурацком;дурацкий;ADJ;_;Case=Loc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#190.478#190.868
474;фильме;фильм;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#190.868#191.343
475;Это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#198.625#199.056
476;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#199.056#199.487
477;одновременно;одновременно;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#199.487#199.918
478;вроде;вроде;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#199.918#200.349
479;страшно;страшный;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#200.349#200.78
480;ничего;ничто;PRON;_;Case=Gen;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#200.78#201.211
481;в;в;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#201.211#201.642
482;этом;этот;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#201.642#202.073
483;классного;классный;ADJ;_;Case=Gen|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#202.073#202.504
484;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#202.504#202.935
485;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#202.935#203.366
486;но;но;CCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#203.366#203.797
487;в;в;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#203.797#204.228
488;то;тот;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#204.228#204.659
489;же;же;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#204.659#205.09
490;время;время;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#205.09#205.521
491;начинаешь;начинать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#205.521#205.952
492;думать;думать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#205.952#206.383
493;что;что;PRON;_;Case=Acc;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#206.383#206.814
494;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#206.814#207.245
495;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#207.245#207.676
496;действительно;действительно;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#207.676#208.107
497;какую-то;какой-то;DET;_;Case=Acc|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#208.107#208.538
498;/;/;PUNCT;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#208.969#209.4
499;угрозу;угроза;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#209.4#209.831
500;эээ;эээ;INTJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#209.831#210.262
501;чему-то;что-то;PRON;_;Case=Dat;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#210.262#210.718
502;такому;такой;DET;_;Case=Dat|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#211.406#212.147
503;традиционному;традиционный;ADJ;_;Case=Dat|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#212.147#212.888
504;сложившемуся;сложившемуся;VERB;_;Aspect=Perf|Case=Dat|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#212.888#213.629
505;представляю;представлять;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#213.629#214.37
506;просто;просто;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#214.37#215.111
507;своей;свой;DET;_;Case=Ins|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#215.111#215.852
508;песенкой;песенка;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#215.852#216.593
509;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#216.968#217.447
510;ж;же;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#217.447#217.926
511;смешно;смешной;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#217.926#218.406
512;Наверное;Наверной;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#222.093#222.541
513;потому;потому;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#222.541#222.989
514;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#222.989#223.437
515;залезли;залезть;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#223.437#223.885
516;на;на;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#223.885#224.333
517;плечи;плечо;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#224.333#224.781
518;омоновцам;омоновец;NOUN;_;Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#224.781#225.229
519;на;на;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#225.229#225.677
520;Лубянке?;лубянке?;SYM;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#225.677#226.125
521;Ну;ну;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#227.031#227.518
522;ммм;ммм;INTJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#227.518#228.005
523;наверное;наверное;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#228.005#228.492
524;как;как;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#228.492#228.979
525;раз;раз;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#228.979#229.466
526;таки;таки;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#229.466#229.953
527;потому;потому;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#229.953#230.44
528;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#230.44#230.927
529;наши;наш;DET;_;Case=Nom|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#230.927#231.414
530;видео;видео;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#231.414#231.901
531;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#231.901#232.388
532;заблокировать;заблокировать;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#232.388#232.875
533;потому;потому;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#233.25#233.651
534;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#233.651#234.052
535;к;к;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#234.052#234.453
536;тексту;текст;NOUN;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#234.453#234.854
537;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#234.854#235.255
538;придерешься;придраться;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#235.255#235.656
539;потому;потому;ADV;_;Degree=Pos;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#235.718#236.202
540;что;что;SCONJ;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#236.202#236.686
541;матом;мат;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#236.686#237.17
542;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#237.17#237.654
543;в;в;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#237.654#238.138
544;треках;трек;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#238.138#238.622
545;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#238.622#239.106
546;ругаемся;ругаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#239.106#239.59
547;ниче;ничего;PRON;_;Case=Gen;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#239.59#240.074
548;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#240.074#240.558
549;пропагандируем;пропагандировать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#240.558#241.042
550;про;про;ADP;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#241.042#241.526
551;наркотики;наркотик;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#241.526#242.01
552;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#242.01#242.494
553;поем;петь;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#242.494#242.978
554;не;не;PART;_;_;_;_;_;@avk1995f-words#Анастасия_Вадимовна_Креслина#242.978#243.462
